path,language,source,source_partition,original_label,reason
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/A_test.jpg,ASL,asl_alphabet_v1,test_bundle,A,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/B_test.jpg,ASL,asl_alphabet_v1,test_bundle,B,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/C_test.jpg,ASL,asl_alphabet_v1,test_bundle,C,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/D_test.jpg,ASL,asl_alphabet_v1,test_bundle,D,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/E_test.jpg,ASL,asl_alphabet_v1,test_bundle,E,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/F_test.jpg,ASL,asl_alphabet_v1,test_bundle,F,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/G_test.jpg,ASL,asl_alphabet_v1,test_bundle,G,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/H_test.jpg,ASL,asl_alphabet_v1,test_bundle,H,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/I_test.jpg,ASL,asl_alphabet_v1,test_bundle,I,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/J_test.jpg,ASL,asl_alphabet_v1,test_bundle,J,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/K_test.jpg,ASL,asl_alphabet_v1,test_bundle,K,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/L_test.jpg,ASL,asl_alphabet_v1,test_bundle,L,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/M_test.jpg,ASL,asl_alphabet_v1,test_bundle,M,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/N_test.jpg,ASL,asl_alphabet_v1,test_bundle,N,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/O_test.jpg,ASL,asl_alphabet_v1,test_bundle,O,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/P_test.jpg,ASL,asl_alphabet_v1,test_bundle,P,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/Q_test.jpg,ASL,asl_alphabet_v1,test_bundle,Q,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/R_test.jpg,ASL,asl_alphabet_v1,test_bundle,R,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/S_test.jpg,ASL,asl_alphabet_v1,test_bundle,S,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/T_test.jpg,ASL,asl_alphabet_v1,test_bundle,T,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/U_test.jpg,ASL,asl_alphabet_v1,test_bundle,U,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/V_test.jpg,ASL,asl_alphabet_v1,test_bundle,V,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/W_test.jpg,ASL,asl_alphabet_v1,test_bundle,W,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/X_test.jpg,ASL,asl_alphabet_v1,test_bundle,X,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/Y_test.jpg,ASL,asl_alphabet_v1,test_bundle,Y,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/Z_test.jpg,ASL,asl_alphabet_v1,test_bundle,Z,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/nothing_test.jpg,ASL,asl_alphabet_v1,test_bundle,nothing,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_test/asl_alphabet_test/space_test.jpg,ASL,asl_alphabet_v1,test_bundle,space,exact_duplicate_of_training_image
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2001.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2002.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2003.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2004.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2005.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2006.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2007.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2008.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2009.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2010.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2011.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2012.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2013.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2014.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2015.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2016.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2017.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2018.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2019.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2020.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2021.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2022.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2023.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2024.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2025.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2026.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2027.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2028.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2029.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2030.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2031.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2032.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2033.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2034.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2035.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2036.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2037.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2038.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2039.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2040.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2041.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2042.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2043.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2044.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2045.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2046.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2047.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2048.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2049.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2050.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2051.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2052.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2053.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2054.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2055.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2056.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2057.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2058.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2059.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2060.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2061.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2062.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2063.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2064.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2065.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2066.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2067.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2068.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2069.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2070.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2071.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2072.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2073.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2074.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2075.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2076.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2077.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2078.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2079.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2080.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2081.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2082.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2083.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2084.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2085.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2086.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2087.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2088.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2089.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
raw/asl/alphabet/asl_alphabet_train/asl_alphabet_train/A/A2090.jpg,ASL,asl_alphabet_v1,train_bundle,A,sequence_guard_band
